,NatureAccident,ClassificationOfAccident,Fatal,Grevious,Minor,Injured,AccYear,AccDay
732,2,3,3,6,1,2,2019,20
733,3,1,0,4,4,2,2019,20
734,1,3,4,6,2,4,2019,20
735,6,5,1,10,1,4,2019,20
736,6,5,1,10,1,4,2019,20
737,8,4,4,10,4,4,2019,19
738,7,2,1,2,2,4,2019,19
739,7,4,1,1,4,4,2019,19
740,1,2,0,3,1,4,2019,19
741,2,3,2,2,1,3,2019,19
742,7,4,1,1,4,4,2019,19
743,1,2,0,3,1,4,2019,19
744,2,3,2,2,1,3,2019,19
745,1,2,0,3,1,4,2019,19
746,2,3,2,2,1,3,2019,19
747,4,1,0,4,4,3,2019,19
748,3,3,1,4,4,3,2019,19
749,3,3,1,4,4,3,2019,19
750,3,3,1,4,4,3,2019,19
751,1,3,4,9,5,4,2019,18
752,3,5,2,9,5,2,2019,18
753,3,5,3,2,3,5,2019,18
754,5,5,4,5,1,2,2019,18
755,6,4,1,3,4,5,2019,18
756,1,4,2,9,3,5,2019,18
757,1,4,2,9,3,5,2019,18
758,1,4,2,9,3,5,2019,18
759,6,2,4,1,2,3,2019,17
760,1,3,4,2,5,1,2019,17
761,8,1,3,10,4,1,2019,17
762,1,4,4,9,1,1,2019,17
763,8,5,4,10,3,5,2019,17
764,8,5,4,3,2,5,2019,16
765,6,5,1,2,1,5,2019,16
766,6,5,1,2,1,5,2019,16
767,6,5,1,2,1,5,2019,16
768,2,3,3,4,1,2,2019,16
769,2,3,3,4,1,2,2019,16
770,2,3,3,4,1,2,2019,16
771,2,2,0,4,3,5,2019,15
772,4,3,4,3,4,2,2019,15
773,4,5,3,4,2,3,2019,15
774,8,4,4,7,1,5,2019,15
775,8,3,1,2,2,2,2019,15
776,3,4,1,10,2,4,2019,15
777,8,2,2,4,4,3,2019,15
778,2,1,2,5,3,5,2019,15
779,2,1,2,5,3,5,2019,15
780,2,1,2,5,3,5,2019,15
781,2,2,1,2,1,4,2019,14
782,2,2,1,10,4,5,2019,14
783,6,2,4,3,5,1,2019,14
784,6,2,4,3,5,1,2019,14
785,6,2,4,3,5,1,2019,14
786,6,5,3,6,1,3,2019,14
787,5,3,0,9,5,2,2019,14
788,1,3,0,3,3,1,2019,13
789,5,2,2,10,1,1,2019,13
790,1,3,3,4,2,2,2019,13
791,1,3,3,4,2,2,2019,13
792,1,3,3,4,2,2,2019,13
793,6,5,0,9,5,1,2019,6
794,7,5,3,9,2,5,2019,6
795,2,4,1,8,4,3,2019,6
796,5,5,1,4,2,2,2019,6
797,8,2,0,1,5,2,2019,6
798,1,4,2,3,3,4,2019,6
799,8,2,2,1,2,1,2019,6
800,4,5,2,4,3,5,2019,6
801,2,3,0,8,5,3,2019,6
802,5,5,1,9,5,4,2019,6
803,2,3,0,8,5,3,2019,6
804,5,5,1,9,5,4,2019,6
805,2,3,0,8,5,3,2019,6
806,5,5,1,9,5,4,2019,6
807,6,3,0,1,4,4,2019,6
808,6,3,0,3,4,1,2019,6
809,2,4,4,6,4,3,2019,6
810,7,1,1,2,5,5,2019,6
811,7,1,1,2,5,5,2019,6
812,7,1,1,2,5,5,2019,6
813,5,3,4,1,5,1,2019,6
814,3,3,0,6,3,2,2019,6
815,4,3,3,10,2,5,2019,6
816,4,3,3,10,2,5,2019,6
817,4,3,3,10,2,5,2019,6
818,6,3,1,8,2,4,2019,6
819,5,2,3,2,1,4,2019,6
820,5,2,3,2,1,4,2019,6
821,3,4,0,3,5,5,2019,6
822,2,5,3,9,2,1,2019,6
823,1,1,0,1,2,5,2019,6
824,1,1,0,1,2,5,2019,6
825,5,3,1,9,3,2,2019,6
826,7,4,2,6,4,2,2019,6
827,2,2,0,7,1,5,2019,6
828,5,5,0,10,3,3,2019,6
829,1,4,4,7,4,3,2019,6
830,8,5,1,6,2,5,2019,6
831,4,1,3,7,2,5,2019,6
832,2,4,2,8,3,5,2019,6
833,2,1,3,10,1,3,2019,6
834,2,1,3,10,1,3,2019,6
835,2,1,3,10,1,3,2019,6
836,1,5,2,3,5,5,2019,6
837,7,5,2,6,1,2,2019,6
838,3,1,1,6,5,1,2019,6
839,7,5,1,1,4,5,2019,6
840,5,5,0,3,1,3,2019,6
841,6,3,3,8,1,2,2019,6
842,6,1,1,3,1,4,2019,6
843,8,2,3,3,4,5,2019,6
844,5,2,3,6,4,1,2019,6
845,5,2,3,6,4,1,2019,6
846,7,1,3,2,4,1,2019,31
847,5,2,1,6,4,4,2019,31
848,1,3,3,3,5,4,2019,31
849,4,3,1,8,2,5,2019,31
850,8,1,3,5,3,3,2019,31
851,6,4,2,6,2,4,2019,31
852,3,1,1,10,2,2,2019,30
853,6,2,2,9,5,5,2019,30
854,7,4,1,2,5,5,2019,30
855,1,1,3,8,2,4,2019,30
856,1,1,3,8,2,4,2019,30
857,1,1,3,8,2,4,2019,30
858,4,2,3,6,3,5,2019,29
859,8,3,0,8,3,5,2019,29
860,5,3,4,6,2,2,2019,29
861,2,4,3,4,5,3,2019,29
862,2,5,1,10,5,3,2019,29
863,8,2,0,3,2,5,2019,28
864,6,5,4,9,3,4,2019,27
865,2,4,4,3,4,4,2019,27
866,1,4,3,4,2,1,2019,27
867,6,2,4,10,1,5,2019,27
868,6,3,3,9,3,1,2019,27
869,6,3,3,9,3,1,2019,27
870,6,3,3,9,3,1,2019,27
871,4,3,0,7,5,3,2019,26
872,6,2,4,10,4,2,2019,26
873,4,1,1,1,2,1,2019,26
874,3,5,0,5,1,4,2019,26
875,6,4,3,2,4,5,2019,26
876,6,1,1,5,4,2,2019,25
877,6,1,1,5,4,2,2019,25
878,6,1,1,5,4,2,2019,25
879,1,5,4,4,5,2,2019,25
880,6,1,3,9,1,3,2019,24
881,6,3,4,3,3,3,2019,24
882,8,5,3,9,2,3,2019,23
883,8,1,0,9,2,3,2019,23
884,4,2,0,8,5,3,2019,23
885,6,1,4,3,2,2,2019,23
886,6,5,3,4,2,1,2019,22
887,5,3,0,9,4,1,2019,22
888,4,1,1,8,1,4,2019,22
889,8,4,3,3,1,3,2019,22
890,7,5,4,6,3,2,2019,22
891,8,5,4,8,5,3,2019,22
892,3,4,1,4,5,3,2019,22
893,5,4,2,8,1,2,2019,21
894,1,4,2,5,2,1,2019,21
895,3,5,3,7,4,1,2019,21
896,3,5,3,7,4,1,2019,21
897,3,5,3,7,4,1,2019,21
898,8,5,1,4,1,3,2019,21
899,2,2,2,4,2,3,2019,20
900,1,2,1,7,4,3,2019,20
901,3,3,2,8,2,4,2019,20
902,7,1,3,1,5,2,2019,20
903,8,3,0,6,2,5,2019,20
904,4,1,4,4,5,2,2019,20
905,4,2,1,7,5,2,2019,20
906,4,1,4,4,5,2,2019,20
907,4,1,4,4,5,2,2019,20
908,1,5,0,4,1,4,2019,19
909,8,4,4,1,2,3,2019,19
910,6,5,1,2,3,1,2019,19
911,6,3,1,1,5,5,2019,19
912,3,2,0,7,4,5,2019,19
913,8,2,4,2,3,5,2019,18
914,2,5,2,2,5,5,2019,18
915,4,4,2,2,5,5,2019,18
916,6,2,3,3,4,1,2019,18
917,6,5,3,6,5,5,2019,18
918,7,2,4,3,3,2,2019,18
919,6,5,3,6,5,5,2019,18
920,7,2,4,3,3,2,2019,18
921,7,2,4,3,3,2,2019,18
922,2,3,3,2,1,5,2019,17
923,2,3,4,1,1,4,2019,17
924,5,2,1,10,3,4,2019,17
925,7,1,2,3,2,5,2019,16
926,6,3,1,3,5,2,2019,16
927,1,4,0,6,1,4,2019,16
928,1,3,2,5,5,4,2019,16
929,1,5,2,6,4,2,2019,16
930,1,4,4,1,5,3,2019,16
931,6,2,2,2,5,4,2019,16
932,6,2,2,2,5,4,2019,16
933,5,3,4,9,3,1,2019,15
934,5,3,3,10,5,2,2019,15
935,8,4,1,4,4,3,2019,15
936,3,3,2,5,3,2,2019,15
937,7,5,2,9,2,3,2019,15
938,2,4,4,6,4,3,2019,15
939,5,1,0,4,4,2,2019,14
940,1,1,0,3,2,4,2019,14
941,3,2,0,1,1,1,2019,14
942,8,5,2,7,5,1,2019,13
943,2,1,2,4,3,4,2019,13
944,8,1,4,1,2,2,2019,13
945,6,5,4,1,4,1,2019,13
946,8,4,1,2,2,5,2019,5
947,1,1,1,8,4,4,2019,5
948,2,2,3,2,4,1,2019,5
949,8,3,0,9,3,4,2019,5
950,3,2,3,1,2,4,2019,5
951,7,4,1,7,3,4,2019,5
952,7,2,1,7,2,5,2019,5
953,5,2,1,7,2,3,2019,5
954,5,3,4,1,4,3,2019,5
955,7,2,2,10,1,2,2019,5
956,6,5,2,2,2,5,2019,5
957,7,3,4,3,4,3,2019,5
958,2,4,0,10,4,5,2019,5
959,1,4,4,2,2,1,2019,5
960,5,2,4,8,3,1,2019,5
961,7,5,3,10,5,1,2019,5
962,1,2,4,4,1,4,2019,5
963,1,3,2,4,1,3,2019,5
964,1,2,0,6,4,1,2019,5
965,1,3,2,4,1,3,2019,5
966,1,2,0,6,4,1,2019,5
967,1,3,2,4,1,3,2019,5
968,1,2,0,6,4,1,2019,5
969,5,2,1,7,2,2,2019,5
970,1,5,1,5,4,4,2019,5
971,1,1,3,3,5,2,2019,5
972,8,5,3,8,1,4,2019,5
973,3,2,4,2,2,1,2019,5
974,5,4,0,3,1,2,2019,5
975,8,5,1,1,3,3,2019,5
976,7,3,4,8,3,1,2019,5
977,1,5,4,6,1,4,2019,5
978,4,2,1,2,3,5,2019,5
979,1,5,0,6,1,2,2019,5
980,6,5,4,2,5,3,2019,5
981,6,5,4,2,5,3,2019,5
982,6,4,3,5,3,3,2019,5
983,5,5,4,3,5,5,2019,5
984,8,1,2,3,3,5,2019,5
985,3,2,0,6,2,3,2019,5
986,3,1,4,7,1,1,2019,5
987,8,3,4,4,5,5,2019,5
988,8,3,4,4,5,5,2019,5
989,8,3,4,4,5,5,2019,5
990,8,4,2,2,3,1,2019,5
991,1,2,1,1,2,2,2019,5
992,1,1,0,1,5,4,2019,5
993,7,3,2,8,1,2,2019,5
994,3,2,2,4,1,3,2019,5
995,7,1,3,9,1,3,2019,5
996,3,3,4,7,4,2,2019,5
997,2,1,0,4,5,4,2019,5
998,1,5,0,2,1,5,2019,5
999,5,4,1,7,5,5,2019,5
1000,3,2,4,3,3,2,2019,5
1001,3,2,4,3,3,2,2019,5
1002,3,2,4,3,3,2,2019,5
1003,5,4,4,9,3,4,2019,5
1004,2,2,4,5,4,3,2019,5
1005,5,1,2,2,2,1,2019,5
1006,6,2,0,1,1,3,2019,5
1007,5,1,4,6,3,2,2019,5
1008,6,2,0,1,1,3,2019,5
1009,5,1,4,6,3,2,2019,5
1010,6,2,0,1,1,3,2019,5
1011,5,1,4,6,3,2,2019,5
1012,4,4,2,8,3,2,2019,5
1013,4,4,2,8,3,2,2019,5
1014,4,4,2,8,3,2,2019,5
1015,4,3,3,10,3,3,2019,30
1016,7,4,4,9,2,3,2019,30
1017,1,3,2,4,5,5,2019,30
1018,2,1,4,5,4,4,2019,30
1019,5,2,4,5,3,2,2019,30
1020,5,3,2,8,3,3,2019,29
1021,8,2,3,6,1,4,2019,29
1022,6,1,1,1,4,5,2019,29
1023,8,4,2,7,4,4,2019,29
1024,6,2,0,2,4,2,2019,29
1025,2,3,1,6,4,4,2019,28
1026,6,3,0,7,1,4,2019,28
1027,7,2,3,10,4,2,2019,28
1028,7,2,3,10,4,2,2019,28
1029,7,2,3,10,4,2,2019,28
1030,6,3,2,3,3,4,2019,28
1031,6,5,3,10,3,3,2019,27
1032,1,1,0,6,1,1,2019,27
1033,5,1,2,9,1,3,2019,27
1034,8,4,0,7,2,1,2019,27
1035,4,5,0,6,2,2,2019,27
1036,1,1,4,6,4,5,2019,27
1037,7,1,4,5,2,5,2019,26
1038,6,2,2,2,1,3,2019,26
1039,4,2,3,3,1,5,2019,26
1040,4,1,2,5,4,5,2019,26
1041,1,4,3,6,5,4,2019,26
1042,8,4,1,2,3,2,2019,26
1043,3,2,0,8,2,4,2019,26
1044,3,1,0,7,4,2,2019,26
1045,6,4,2,3,5,2,2019,26
1046,2,3,2,5,4,2,2019,26
1047,7,2,2,1,5,1,2019,25
1048,5,1,1,1,4,1,2019,25
1049,1,2,3,1,4,4,2019,24
1050,5,5,1,10,3,4,2019,24
1051,7,1,4,7,5,4,2019,24
1052,8,4,4,6,1,2,2019,24
1053,6,2,4,6,1,4,2019,24
1054,5,5,1,8,3,5,2019,24
1055,5,5,1,8,3,5,2019,24
1056,5,5,1,8,3,5,2019,24
1057,5,2,4,10,4,5,2019,23
1058,7,4,2,2,5,3,2019,23
1059,8,1,2,9,5,3,2019,23
1060,8,3,1,10,4,1,2019,23
1061,6,1,2,6,4,1,2019,23
1062,1,5,3,4,4,1,2019,23
1063,8,3,3,5,2,4,2019,22
1064,7,2,3,8,5,1,2019,22
1065,7,4,4,2,1,1,2019,22
1066,5,5,0,1,3,3,2019,22
1067,2,1,2,4,3,2,2019,22
1068,2,1,2,4,3,2,2019,22
1069,2,1,2,4,3,2,2019,22
1070,6,1,2,5,2,1,2019,21
1071,4,5,0,4,5,4,2019,21
1072,1,4,3,6,1,1,2019,21
1073,5,5,2,8,4,5,2019,21
1074,5,5,2,8,4,5,2019,21
1075,5,5,2,8,4,5,2019,21
1076,4,4,4,9,2,1,2019,20
1077,7,3,2,8,3,3,2019,20
1078,1,2,0,7,5,3,2019,20
1079,1,5,2,3,3,2,2019,20
1080,1,5,2,3,3,2,2019,20
1081,1,5,2,3,3,2,2019,20
1082,2,5,4,10,3,4,2019,19
1083,7,2,0,2,2,2,2019,19
1084,7,4,1,6,4,4,2019,19
1085,4,3,0,2,5,3,2019,19
1086,4,3,1,10,4,4,2019,19
1087,4,3,1,10,4,4,2019,19
1088,4,3,1,10,4,4,2019,19
1089,1,3,2,5,3,3,2019,18
1090,5,5,2,9,1,5,2019,18
1091,1,4,4,4,3,5,2019,18
1092,7,4,4,3,1,1,2019,18
1093,4,5,4,1,5,3,2019,18
1094,3,5,2,4,3,2,2019,18
1095,3,5,2,4,3,2,2019,18
1096,3,5,2,4,3,2,2019,18
1097,1,2,0,6,3,4,2019,17
1098,2,1,4,2,2,2,2019,17
1099,2,3,0,6,4,2,2019,17
1100,2,3,3,10,5,1,2019,17
1101,4,1,1,2,3,4,2019,17
1102,4,1,1,2,3,4,2019,17
1103,4,1,1,2,3,4,2019,17
1104,8,2,0,9,5,4,2019,17
1105,1,3,3,6,1,2,2019,16
1106,4,1,4,9,1,1,2019,16
1107,6,2,2,1,1,3,2019,16
1108,2,2,3,6,5,1,2019,16
1109,6,3,1,8,1,3,2019,15
1110,5,2,4,1,3,1,2019,15
1111,7,5,2,4,4,2,2019,15
1112,3,3,2,5,3,1,2019,15
1113,1,3,0,6,3,3,2019,15
1114,5,4,3,9,5,4,2019,15
1115,5,4,3,9,5,4,2019,15
1116,5,4,3,9,5,4,2019,15
1117,7,5,1,9,4,1,2019,15
1118,5,5,1,8,1,5,2019,15
1119,5,5,1,8,1,5,2019,15
1120,5,5,1,8,1,5,2019,15
1121,4,2,4,10,4,5,2019,14
1122,1,5,4,6,4,3,2019,14
1123,7,1,2,8,4,1,2019,14
1124,6,1,0,10,1,4,2019,14
1125,7,3,1,10,2,3,2019,13
1126,3,3,3,1,1,4,2019,13
1127,6,3,1,4,2,5,2019,13
1128,5,3,4,5,2,1,2019,13
1129,6,5,2,10,1,4,2019,13
1130,8,4,1,4,4,1,2019,4
1131,2,3,3,9,3,4,2019,4
1132,2,1,2,7,1,2,2019,4
1133,6,2,0,6,5,1,2019,4
1134,3,1,4,5,4,1,2019,4
1135,3,2,2,10,3,2,2019,4
1136,5,4,3,4,5,2,2019,4
1137,5,4,3,4,5,2,2019,4
1138,5,4,3,4,5,2,2019,4
1139,5,4,3,4,5,3,2019,4
1140,5,1,2,5,5,5,2019,4
1141,1,5,4,5,1,5,2019,4
1142,7,3,3,6,1,1,2019,4
1143,4,5,1,5,5,1,2019,4
1144,4,5,1,5,5,1,2019,4
1145,4,5,1,5,5,1,2019,4
1146,6,4,0,9,2,4,2019,4
1147,4,2,2,7,3,2,2019,4
1148,4,2,4,7,4,3,2019,4
1149,4,4,3,4,5,5,2019,4
1150,4,4,3,4,5,5,2019,4
1151,4,4,3,4,5,5,2019,4
1152,1,4,4,3,3,4,2019,4
1153,1,4,4,3,3,4,2019,4
1154,1,4,4,3,3,4,2019,4
1155,6,3,4,3,3,4,2019,4
1156,5,3,2,8,3,4,2019,4
1157,5,3,2,8,3,4,2019,4
1158,5,3,2,8,3,4,2019,4
1159,1,1,2,5,5,1,2019,4
1160,5,1,4,7,3,5,2019,4
1161,8,1,4,8,2,1,2019,4
1162,6,3,3,8,5,3,2019,4
1163,1,3,0,5,1,3,2019,4
1164,5,2,2,1,3,2,2019,4
1165,5,2,2,1,3,2,2019,4
1166,5,2,2,1,3,2,2019,4
1167,4,4,0,9,1,4,2019,4
1168,2,4,3,9,4,4,2019,4
1169,4,4,0,9,1,4,2019,4
1170,2,4,3,9,4,4,2019,4
1171,4,4,0,9,1,4,2019,4
1172,5,5,3,5,2,2,2019,4
1173,5,5,3,5,2,2,2019,4
1174,5,5,3,5,2,2,2019,4
1175,8,2,4,7,4,4,2019,4
1176,1,1,2,1,4,3,2019,4
1177,8,2,0,5,5,5,2019,4
1178,8,2,0,5,5,5,2019,4
1179,3,1,2,1,5,4,2019,4
1180,7,2,0,7,5,3,2019,4
1181,5,4,0,3,3,2,2019,4
1182,4,2,4,4,5,5,2019,4
1183,5,4,1,7,3,3,2019,4
1184,1,4,0,6,3,5,2019,4
1185,3,4,3,7,2,5,2019,4
1186,1,5,2,9,1,3,2019,4
1187,1,1,2,7,1,2,2019,4
1188,1,1,2,7,1,2,2019,4
1189,1,2,1,5,4,5,2019,4
1190,8,2,3,8,1,5,2019,4
1191,4,5,2,8,3,4,2019,4
1192,6,2,3,3,1,4,2019,4
1193,5,1,3,3,4,5,2019,4
1194,1,3,0,4,3,4,2019,4
1195,3,2,4,9,5,3,2019,4
1196,1,3,0,4,3,4,2019,4
1197,3,2,3,2,2,5,2019,31
1198,4,1,3,7,5,2,2019,31
1199,3,5,2,9,2,4,2019,31
1200,5,5,4,9,1,1,2019,31
1201,3,5,2,9,2,4,2019,31
1202,5,5,4,9,1,1,2019,31
1203,5,5,4,9,1,1,2019,31
1204,3,2,3,6,3,5,2019,31
1205,5,2,0,7,5,3,2019,30
1206,8,1,4,3,4,2,2019,30
1207,1,3,2,3,2,5,2019,30
1208,4,5,0,7,5,5,2019,30
1209,3,2,1,4,5,4,2019,30
1210,3,4,0,4,2,1,2019,30
1211,2,1,4,5,5,4,2019,30
1212,3,4,0,4,2,1,2019,30
1213,2,1,4,5,5,4,2019,30
1214,2,1,4,5,5,4,2019,30
1215,3,2,2,2,5,1,2019,30
1216,5,2,4,9,5,4,2019,30
1217,4,2,4,9,2,5,2019,29
1218,3,2,2,2,1,3,2019,29
1219,7,3,3,4,1,5,2019,29
1220,2,4,0,2,4,5,2019,29
1221,8,4,0,9,4,4,2019,29
1222,8,4,0,9,4,4,2019,29
1223,8,4,0,9,4,4,2019,29
1224,4,5,2,5,3,3,2019,28
1225,1,4,4,2,2,4,2019,28
1226,3,1,1,9,2,1,2019,28
1227,3,3,1,9,4,3,2019,28
1228,7,2,2,8,5,3,2019,28
1229,2,1,3,2,2,4,2019,28
1230,2,1,3,2,2,4,2019,28
1231,2,1,3,2,2,4,2019,28
1232,2,2,1,7,3,1,2019,26
1233,6,2,1,10,1,4,2019,26
1234,6,2,1,10,1,4,2019,26
1235,6,2,1,10,1,4,2019,26
1236,4,4,3,6,3,2,2019,25
1237,2,4,1,6,5,4,2019,25
1238,7,1,4,8,2,2,2019,25
1239,6,5,2,2,2,3,2019,25
1240,1,1,0,4,2,2,2019,24
1241,1,1,2,7,1,2,2019,24
1242,7,3,4,8,4,4,2019,24
1243,8,4,3,5,2,3,2019,24
1244,7,3,1,6,4,5,2019,23
1245,7,2,4,7,5,1,2019,23
1246,8,3,2,5,2,2,2019,23
1247,1,1,0,6,2,3,2019,22
1248,8,5,1,7,3,2,2019,22
1249,7,1,3,1,1,4,2019,22
1250,4,4,0,8,3,4,2019,22
1251,3,1,3,7,1,3,2019,22
1252,8,2,1,8,2,4,2019,22
1253,7,1,3,1,1,4,2019,22
1254,4,4,0,8,3,4,2019,22
1255,3,1,3,7,1,3,2019,22
1256,8,2,1,8,2,4,2019,22
1257,7,1,3,1,1,4,2019,22
1258,4,4,0,8,3,4,2019,22
1259,3,1,3,7,1,3,2019,22
1260,1,5,1,6,2,1,2019,21
1261,1,1,0,0,0,0,2019,21
1262,3,3,1,8,2,4,2019,21
1263,3,1,0,5,2,1,2019,21
1264,6,4,1,6,4,5,2019,21
1265,5,3,1,4,1,4,2019,21
1266,8,5,0,5,3,5,2019,21
1267,8,5,0,5,3,5,2019,21
1268,8,5,0,5,3,5,2019,21
1269,8,5,1,8,4,3,2019,21
1270,6,1,0,5,4,3,2019,21
1271,6,1,0,5,4,3,2019,21
1272,6,1,0,5,4,3,2019,21
1273,5,2,3,5,3,2,2019,21
1274,2,1,1,2,1,0,2019,20
1275,3,2,4,6,3,3,2019,20
1276,8,4,2,8,2,3,2019,20
1277,4,3,1,3,1,5,2019,20
1278,2,1,1,0,3,1,2019,19
1279,3,4,4,4,4,2,2019,19
1280,3,2,4,5,5,4,2019,19
1281,3,1,3,8,5,3,2019,19
1282,4,5,2,7,4,1,2019,19
1283,4,5,2,7,4,1,2019,19
1284,4,5,2,7,4,1,2019,19
1285,2,1,3,0,1,0,2019,18
1286,6,1,1,1,2,2,2019,18
1287,5,2,1,8,3,5,2019,18
1288,7,5,1,1,2,2,2019,18
1289,2,2,3,9,5,2,2019,18
1290,2,5,0,6,4,3,2019,18
1291,8,5,1,7,3,3,2019,18
1292,2,3,0,0,2,4,2019,17
1293,7,3,2,10,5,4,2019,17
1294,6,4,0,7,4,3,2019,17
1295,5,5,2,1,4,5,2019,17
1296,8,1,3,1,3,4,2019,17
1297,8,1,3,1,3,4,2019,17
1298,4,2,3,5,5,4,2019,17
1299,4,2,3,5,5,4,2019,17
1300,3,1,1,6,4,5,2019,16
1301,2,3,0,1,2,5,2019,16
1302,1,4,2,10,3,1,2019,16
1303,5,1,3,5,5,3,2019,16
1304,8,4,1,4,1,1,2019,16
1305,1,4,0,6,1,3,2019,16
1306,7,5,1,2,5,4,2019,16
1307,7,5,1,2,5,4,2019,16
1308,2,3,0,3,2,5,2019,15
1309,2,1,1,4,1,2,2019,14
1310,2,2,0,2,0,5,2019,14
1311,4,5,1,1,1,2,2019,14
1312,3,5,2,5,3,1,2019,14
1313,2,4,0,0,0,3,2019,13
1314,2,3,3,5,5,3,2019,13
1315,1,1,4,10,1,3,2019,13
1316,3,4,3,6,4,1,2019,13
1317,2,4,3,2,5,2,2019,13
1318,7,3,0,9,4,5,2019,13
1319,2,4,0,2,0,2,2019,3
1320,8,5,2,5,4,2,2019,3
1321,6,5,0,1,2,4,2019,3
1322,6,5,0,1,2,4,2019,3
1323,6,5,0,1,2,4,2019,3
1324,2,2,0,2,0,2,2019,3
1325,2,4,2,5,1,2,2019,3
1326,8,5,1,9,4,1,2019,3
1327,3,3,3,6,5,5,2019,3
1328,3,3,3,6,5,5,2019,3
1329,3,3,3,6,5,5,2019,3
1330,1,2,2,5,1,3,2019,3
1331,8,3,0,3,4,4,2019,3
1332,7,3,1,1,3,5,2019,3
1333,8,2,3,2,2,3,2019,3
1334,8,2,3,2,2,3,2019,3
1335,8,2,3,2,2,3,2019,3
1336,2,2,3,9,3,1,2019,3
1337,2,2,3,9,3,1,2019,3
1338,2,2,3,9,3,1,2019,3
1339,3,3,0,5,5,2,2019,3
1340,5,5,0,8,4,4,2019,3
1341,8,5,3,4,3,1,2019,3
1342,6,3,0,6,1,1,2019,3
1343,1,2,2,7,1,5,2019,3
1344,7,3,3,3,4,5,2019,3
1345,6,3,0,4,1,4,2019,3
1346,6,5,4,9,4,2,2019,3
1347,8,5,0,2,2,5,2019,3
1348,8,5,0,2,2,5,2019,3
1349,8,5,0,2,2,5,2019,3
1350,8,3,0,7,4,2,2019,3
1351,2,2,3,6,3,3,2019,3
1352,8,5,4,6,4,4,2019,3
1353,2,2,0,2,0,0,2019,3
1354,1,2,4,10,4,4,2019,3
1355,6,5,3,10,1,5,2019,3
1356,4,5,3,5,5,1,2019,3
1357,2,1,0,8,4,2,2019,3
1358,5,1,0,10,4,3,2019,3
1359,3,2,4,1,1,2,2019,3
1360,5,4,1,7,3,3,2019,3
1361,3,4,1,2,2,5,2019,3
1362,5,3,2,1,1,3,2019,3
1363,4,5,3,1,2,5,2019,3
1364,2,3,3,9,5,3,2019,3
1365,6,5,3,7,4,1,2019,3
1366,5,2,0,7,3,2,2019,3
1367,2,4,1,2,4,4,2019,3
1368,2,3,0,10,4,1,2019,3
1369,5,1,4,6,5,4,2019,3
1370,8,2,4,7,4,1,2019,3
1371,6,3,2,3,3,5,2019,3
1372,6,3,2,3,3,5,2019,3
1373,6,3,2,3,3,5,2019,3
1374,5,1,2,4,4,4,2019,3
1375,2,1,1,4,5,3,2019,3
1376,3,5,4,1,4,1,2019,3
1377,2,2,0,7,1,1,2019,3
1378,6,1,1,4,4,3,2019,3
1379,4,1,3,9,4,1,2019,3
1380,6,1,1,4,4,3,2019,3
1381,4,1,3,9,4,1,2019,3
1382,6,1,1,4,4,3,2019,3
1383,4,1,3,9,4,1,2019,3
1384,3,4,4,10,3,5,2019,3
1385,6,1,4,1,1,2,2019,3
1386,6,3,3,5,5,2,2019,3
1387,5,5,4,8,1,5,2019,3
1388,4,5,2,9,1,3,2019,3
1389,7,4,2,4,3,2,2019,3
1390,7,3,2,9,2,1,2019,3
1391,5,5,2,6,1,4,2019,3
1392,7,2,2,4,1,3,2019,3
1393,7,3,2,9,2,1,2019,3
1394,7,2,2,4,1,3,2019,3
1395,7,3,2,9,2,1,2019,3
1396,7,2,2,4,1,3,2019,3
1397,4,2,2,4,3,5,2019,3
1398,7,3,0,1,1,5,2019,3
1399,7,3,0,6,5,4,2019,3
1400,4,4,4,3,1,1,2019,3
1401,5,3,2,2,2,4,2019,3
1402,5,3,2,2,2,4,2019,3
1403,5,3,2,2,2,4,2019,3
1404,7,2,3,10,5,5,2019,3
1405,2,1,4,3,2,3,2019,3
1406,8,4,3,10,3,1,2019,3
1407,2,4,1,1,1,4,2019,3
1408,5,4,1,8,5,4,2019,3
1409,6,2,2,1,2,4,2019,28
1410,8,3,2,2,2,5,2019,28
1411,3,4,4,3,2,4,2019,28
1412,4,3,4,8,3,3,2019,28
1413,5,3,4,7,1,4,2019,28
1414,8,5,1,7,3,1,2019,28
1415,1,4,3,4,4,4,2019,28
1416,8,3,1,6,5,4,2019,27
1417,6,2,4,4,5,4,2019,27
1418,8,3,2,7,3,2,2019,27
1419,8,3,0,3,1,4,2019,27
1420,6,5,2,9,3,5,2019,27
1421,2,3,1,2,5,2,2019,27
1422,5,2,1,8,1,1,2019,27
1423,5,2,1,8,1,1,2019,27
1424,5,2,1,8,1,1,2019,27
1425,5,2,4,7,3,5,2019,27
1426,3,2,3,9,1,1,2019,27
1427,7,1,1,6,4,3,2019,26
1428,8,5,2,9,1,4,2019,26
1429,4,3,0,4,4,2,2019,25
1430,2,2,0,1,0,0,2019,25
1431,2,4,3,1,1,5,2019,25
1432,7,5,2,7,2,2,2019,25
1433,7,1,1,10,2,5,2019,25
1434,4,4,4,8,4,5,2019,25
1435,3,5,3,4,4,3,2019,25
1436,2,1,4,6,4,4,2019,24
1437,7,2,4,6,1,4,2019,24
1438,4,5,2,2,3,1,2019,24
1439,2,1,2,4,4,2,2019,24
1440,3,1,3,6,3,1,2019,24
1441,6,1,2,7,1,2,2019,23
1442,8,4,4,6,4,5,2019,23
